nname,name_raw,inst_id,inst_name,inst_country,n_obs,n_sys
national geographic institute,National Geographic Institute (IGN),U03524,National Geographic Institute (IGN),Spain,1,1
national graduate institute policy studies,National Graduate Institute for Policy Studies / 政策 研究大学院大学,U03525,National Graduate Institute for Policy Studies / 政策 研究大学院大学,,1,1
national graduate school engineering research center,National Graduate School of Engineering and Research Center (ENSICAEN),U03526,National Graduate School of Engineering and Research Center (ENSICAEN),France,1,1
national health laboratory service,National Health Laboratory Service (NHLS),U03527,National Health Laboratory Service (NHLS),South Africa,1,1
national health research institute,National Health Research Institutes (NHRI),U03528,National Health Research Institutes (NHRI),Taiwan,1,1
national healthcare group,National Healthcare Group (NHG),U03529,National Healthcare Group (NHG),Singapore,1,1
national hellenic research foundation,National Hellenic Research Foundation (NHRF),U03530,National Hellenic Research Foundation (NHRF),Greece,1,1
national ilan university,National Ilan University,U03531,National Ilan University,Taiwan,7,2
national institute advanced industrial science technology,National Institute of Advanced Industrial Science and Technology (AIST),U03542,National Institute of Advanced Industrial Science and Technology (AIST),Japan,2,1
national institute aerospace technology,National Institute for Aerospace Technology (INTA),U03532,National Institute for Aerospace Technology (INTA),Spain,1,1
national institute amazonian research,National Institute of Amazonian Research (INPA),U03543,National Institute of Amazonian Research (INPA),Brazil,3,2
national institute applied research,National Institutes of Applied Research (NIAR),U03587,National Institutes of Applied Research (NIAR),Taiwan,1,1
national institute applied science,National Institute of Applied Sciences (INSA),U03544,National Institute of Applied Sciences of Lyon (INSA Lyon),France,2,1
national institute applied science lyon,National Institute for Applied Sciences - Lyon,U03544,National Institute of Applied Sciences of Lyon (INSA Lyon),France,1,1
national institute applied science lyon insa lyon,National Institute of Applied Sciences of Lyon (INSA Lyon),U03544,National Institute of Applied Sciences of Lyon (INSA Lyon),France,11,1
national institute applied science strasbourg insa strasbourg,"National Institute of Applied Sciences, Strasbourg (INSA Strasbourg)",U03545,"National Institute of Applied Sciences, Strasbourg (INSA Strasbourg)",France,2,1
national institute astrophysics,National Institute for Astrophysics (INAF),U03533,National Institute for Astrophysics (INAF),Italy,1,1
national institute biomedical innovation health nutrition,"National Institutes of Biomedical Innovation, Health and Nutrition (NIBIOHN)",U03588,"National Institutes of Biomedical Innovation, Health and Nutrition (NIBIOHN)",Japan,1,1
national institute biomedical research,National Institute of Biomedical Research (INRB),U03546,National Institute of Biomedical Research (INRB),Democratic Republic Of The Congo,1,1
national institute chemical physics biophysics,National Institute of Chemical Physics and Biophysics,U03547,National Institute of Chemical Physics and Biophysics,Estonia,2,2
national institute chemistry slovenia,"National Institute of Chemistry, Slovenia",U03548,"National Institute of Chemistry, Slovenia",Slovenia,1,1
national institute development administration,National Institute of Development Administration,U03549,National Institute of Development Administration,,1,1
national institute environmental research,National Institute of Environmental Research (NIER),U03550,National Institute of Environmental Research (NIER),South Korea,1,1
national institute environmental studies,National Institute for Environmental Studies (NIES),U03534,National Institute for Environmental Studies (NIES),Japan,1,1
national institute geographic forest information,National Institute of Geographic and Forest Information (IGN),U03551,National Institute of Geographic and Forest Information (IGN),France,1,1
national institute geophysics volcanology,National Institute of Geophysics and Volcanology (INGV),U03552,National Institute of Geophysics and Volcanology (INGV),Italy,1,1
national institute health,National Institutes of Health (NIH),U03589,National Institutes of Health (NIH),United States,4,1
national institute health medical research,National Institute for Health and Medical Research (INSERM),U03535,National Institute for Health and Medical Research (INSERM),France,3,1
national institute health science,National Institute of Health Sciences,U03553,National Institute of Health Sciences,,1,1
national institute information communications technology,National Institute of Information and Communications Technology (NICT),U03554,National Institute of Information and Communications Technology (NICT),Japan,1,1
national institute materials physics,National Institute of Materials Physics (NIMP),U03555,National Institute of Materials Physics (NIMP),Romania,1,1
national institute materials science,National Institute for Materials Science (NIMS),U03536,National Institute for Materials Science (NIMS),Japan,2,1
national institute medical research,National Institute for Medical Research (NIMR),U03537,National Institute for Medical Research (NIMR),Tanzania,1,1
national institute mental health neurosciences,National Institute of Mental Health and Neurosciences,U03556,National Institute of Mental Health and Neurosciences,India,3,2
national institute natural science,National Institutes of Natural Sciences (NINS),U03590,National Institutes of Natural Sciences (NINS),Japan,1,1
national institute nuclear physics,National Institute for Nuclear Physics (INFN),U03538,National Institute for Nuclear Physics (INFN),Italy,4,1
national institute oceanography applied geophysics ogs,National Institute of Oceanography and Applied Geophysics - OGS,U03557,National Institute of Oceanography and Applied Geophysics - OGS,Italy,1,1
national institute pharmaceutical education research,National Institute of Pharmaceutical Education and Research,U03558,National Institute of Pharmaceutical Education and Research,,1,1
national institute pharmaceutical education research ahmedabad,National Institute of Pharmaceutical Education and Research (NIPER) - Ahmedabad,U03559,National Institute of Pharmaceutical Education and Research (NIPER) - Ahmedabad,India,1,1
national institute pharmaceutical education research kolkata niper kolkata,"National Institute of Pharmaceutical Education and Research, Kolkata (NIPER Kolkata)",U03561,"National Institute of Pharmaceutical Education and Research, Kolkata (NIPER Kolkata)",India,1,1
national institute pharmaceutical education research mohali niper mohali,National Institute of Pharmaceutical Education and Research Mohali (NIPER Mohali),U03560,National Institute of Pharmaceutical Education and Research Mohali (NIPER Mohali),India,1,1
national institute plant genome research,National Institute of Plant Genome Research,U03562,National Institute of Plant Genome Research,,1,1
national institute public health,National Institute of Public Health (INSP),U03563,National Institute of Public Health (INSP),Mexico,2,1
national institute public health mexico,National Institute of Public Health of Mexico (INSP),U03563,National Institute of Public Health (INSP),Mexico,1,1
national institute quantum science technology,National Institutes for Quantum Science and Technology (QST),U03586,National Institutes for Quantum Science and Technology (QST),Japan,1,1
national institute research computer science control,National Institute for Research in Computer Science and Control (INRIA),U03539,National Institute for Research in Computer Science and Control (INRIA),France,1,1
national institute science education research,National Institute of Science Education and Research,U03564,National Institute of Science Education and Research,,1,1
national institute scientific research,National Institute of Scientific Research (INRS),U03565,National Institute of Scientific Research (INRS),Canada,1,1
national institute space research,National Institute for Space Research (INPE),U03540,National Institute for Space Research (INPE),Brazil,2,1
national institute standards technology,National Institute of Standards and Technology (NIST),U03566,National Institute of Standards and Technology (NIST),United States,2,1
national institute technology calicut,National Institute of Technology Calicut,U03568,National Institute of Technology Calicut,India,2,2
national institute technology delhi,National Institute of Technology Delhi,U03569,National Institute of Technology Delhi,India,2,1
national institute technology durgapur,"National Institute of Technology, Durgapur (NITDGP)",U03583,"National Institute of Technology, Durgapur (NITDGP)",India,1,1
national institute technology durgapur regional engineering college,National Institute of Technology Durgapur (Regional Engineering College),U03570,National Institute of Technology Durgapur (Regional Engineering College),,1,1
national institute technology hamirpur,National Institute of Technology Hamirpur,U03571,National Institute of Technology Hamirpur,India,3,3
national institute technology jamshedpur,National Institute of Technology Jamshedpur,U03572,National Institute of Technology Jamshedpur,India,2,2
national institute technology karnataka,National Institute of Technology Karnataka,U03573,National Institute of Technology Karnataka,India,3,3
national institute technology kurukshetra,National Institute of Technology Kurukshetra,U03574,National Institute of Technology Kurukshetra,India,1,1
national institute technology kurukshetra nit kurukshetra,National Institute of Technology Kurukshetra (NIT Kurukshetra),U03574,National Institute of Technology Kurukshetra,India,1,1
national institute technology kurukshetra regional engineering college,National Institute of Technology Kurukshetra (Regional Engineering College),U03575,National Institute of Technology Kurukshetra (Regional Engineering College),,1,1
national institute technology meghalaya,National Institute of Technology Meghalaya,U03576,National Institute of Technology Meghalaya,India,1,1
national institute technology patna,National Institute of Technology Patna,U03577,National Institute of Technology Patna,India,1,1
national institute technology patna bihar college engineering,National Institute of Technology Patna (Bihar College of Engineering),U03578,National Institute of Technology Patna (Bihar College of Engineering),,1,1
national institute technology raipur,"National Institute of Technology, Raipur",U03584,"National Institute of Technology, Raipur",India,3,2
national institute technology rourkela,National Institute of Technology Rourkela,U03579,National Institute of Technology Rourkela,India,18,6
national institute technology silchar,National Institute of Technology Silchar,U03580,National Institute of Technology Silchar,India,8,3
national institute technology srinagar,National Institute of Technology Srinagar,U03581,National Institute of Technology Srinagar,India,4,2
national institute technology teachers training research chandigarh,National Institute of Technical Teachers' Training and Research Chandigarh,U03567,National Institute of Technical Teachers' Training and Research Chandigarh,,1,1
national institute technology tiruchirappalli,"National Institute of Technology, Tiruchirappalli",U03585,"National Institute of Technology, Tiruchirappalli",India,17,5
national institute technology tiruchirappalli nit trichy,National Institute of Technology Tiruchirappalli (NIT Trichy),U03585,"National Institute of Technology, Tiruchirappalli",India,1,1
national institute technology warangal,National Institute of Technology Warangal,U03582,National Institute of Technology Warangal,India,6,4
national institute theoretical computational science nithecs,National Institute for Theoretical and Computational Sciences (NITheCS),U03541,National Institute for Theoretical and Computational Sciences (NITheCS),South Africa,1,1
national interuniversity consortium materials science technology,National Interuniversity Consortium of Materials Science and Technology (INSTM),U03591,National Interuniversity Consortium of Materials Science and Technology (INSTM),Italy,1,1
national jewish health,National Jewish Health (NJH),U03592,National Jewish Health (NJH),United States,1,1
national kaohsiung normal university,National Kaohsiung Normal University / 國立高雄師 範大學,U03593,National Kaohsiung Normal University / 國立高雄師 範大學,,1,1
national kaohsiung university science technology,National Kaohsiung University of Science and Technology,U03594,National Kaohsiung University of Science and Technology,Taiwan,9,5
national kapodistrian university athens,National and Kapodistrian University of Athens,U03686,National and Kapodistrian University of Athens,Greece,57,8
national museum natural history,National Museum of Natural History (MNHN),U03595,National Museum of Natural History (MNHN),France,1,1
national nuclear research university moscow state engineering physics institute,National Nuclear Research University (Moscow State Engineering Physics Institute) / Национальный исследовательский ядерный университет МИФИ,U03596,National Nuclear Research University (Moscow State Engineering Physics Institute) / Национальный исследовательский ядерный университет МИФИ,,1,1
national observatory athens,National Observatory of Athens (NOA),U03597,National Observatory of Athens (NOA),Greece,1,1
national oceanic atmospheric administration,National Oceanic and Atmospheric Administration (NOAA),U03598,National Oceanic and Atmospheric Administration (NOAA),United States,2,1
national office aerospace studies research,National Office for Aerospace Studies and Research (ONERA),U03599,National Office for Aerospace Studies and Research (ONERA),France,1,1
national open university nigeria,National Open University of Nigeria,U03600,National Open University of Nigeria,,1,1
national park service,National Park Service (NPS),U03601,National Park Service (NPS),United States,1,1
national pedagogical university mp dragomanov,National Pedagogical University MP Dragomanov / Національний педагогічний університет М П Драгоманова,U03602,National Pedagogical University MP Dragomanov / Національний педагогічний університет М П Драгоманова,,1,1
national physical laboratory,National Physical Laboratory (NPL),U03603,National Physical Laboratory (NPL),United Kingdom,1,1
national pingtung university,National Pingtung University / 國立屏東大學,U03604,National Pingtung University / 國立屏東大學,,1,1
national pingtung university science technology,National Pingtung University of Science and Technology,U03605,National Pingtung University of Science and Technology,Taiwan,3,2
national pirogov memorial medical university vinnytsya,"National Pirogov Memorial Medical University, Vinnytsya",U03606,"National Pirogov Memorial Medical University, Vinnytsya",Ukraine,1,1
national polytechnic institute,National Polytechnic Institute,U03607,National Polytechnic Institute,Mexico,13,5
national polytechnic institute mexico,"NATIONAL POLYTECHNIC INSTITUTE, MEXICO",U03607,National Polytechnic Institute,Mexico,2,1
national polytechnic institute toulouse,National Polytechnic Institute of Toulouse,U02182,INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE,France,4,2
national polytechnic institute toulouse university toulouse,"National Polytechnic Institute of Toulouse (INPT), University of Toulouse",U02182,INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE,France,1,1
national quemoy university,National Quemoy University / 國立金門大學,U03608,National Quemoy University / 國立金門大學,,1,1
national renewable energy laboratory,National Renewable Energy Laboratory (NREL),U03609,National Renewable Energy Laboratory (NREL),United States,1,1
national research center,National Research Centre (NRC),U03611,National Research Centre (NRC),Egypt,1,1
national research center kurchatov institute,National Research Center «Kurchatov Institute»,U03610,National Research Center «Kurchatov Institute»,Russia,3,2
national research council,National Research Council (CNR),U03612,National Research Council (CNR),Italy,4,1
national research innovation agency,National Research and Innovation Agency (BRIN),U03619,National Research and Innovation Agency (BRIN),Indonesia,1,1
national research institute,National Research Institute (PIB),U03613,National Research Institute (PIB),Poland,1,1
national research institute agriculture food environment,"National Research Institute for Agriculture, Food and Environment (INRAE)",U03614,"National Research Institute for Agriculture, Food and Environment (INRAE)",France,1,1
national research institute earth science disaster resilience,National Research Institute for Earth Science and Disaster Resilience (NIED),U03615,National Research Institute for Earth Science and Disaster Resilience (NIED),Japan,1,1
national research nuclear university mephi,National Research Nuclear University MEPhI,U03616,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Russia,17,4
national research nuclear university mephi moscow engineering physics institute,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),U03616,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Russia,18,4
national research saratov state university,National Research Saratov State University,U04476,Saratov State University,Russia,21,2
national research tomsk polytechnic university,National Research Tomsk Polytechnic University,U05228,Tomsk Polytechnic University,Russia,16,2
national research university belgorod state university,The National Research University Belgorod State University,U00565,Belgorod State National Research University,Russia,5,1
national research university electronic technology,National Research University of Electronic Technology (MIET),U03618,National Research University of Electronic Technology (MIET),Russia,9,1
national research university higher school economics,National Research University Higher School of Economics,U03617,National Research University Higher School of Economics,Russia,7,5
national research university moscow power engineering institute,National Research University Moscow Power Engineering Institute (MPEI),U03363,Moscow Power Engineering Institute,Russia,6,1
national school fine arts villa arson,National School of Fine Arts at the Villa Arson,U03621,National School of Fine Arts at the Villa Arson,France,1,1
national school political studies public administration,National School of Political Studies and Public Administration,U03622,National School of Political Studies and Public Administration,,1,1
national school water environmental engineering strasbourg,National School for Water and Environmental Engineering of Strasbourg (ENGEES),U03620,National School for Water and Environmental Engineering of Strasbourg (ENGEES),France,1,1
national science foundation,National Science Foundation (NSF),U03623,National Science Foundation (NSF),United States,1,1
national science technology council,National Science and Technology Council (NSTC),U03624,National Science and Technology Council (NSTC),Taiwan,1,1
national science technology development agency,National Science and Technology Development Agency (NSTDA),U03625,National Science and Technology Development Agency (NSTDA),Thailand,1,1
national scientific technology research council,National Scientific and Technical Research Council (CONICET),U03626,National Scientific and Technical Research Council (CONICET),Argentina,1,1
national solar observatory,National Solar Observatory (NSO),U03627,National Solar Observatory (NSO),United States,1,1
national sun yat sen university,National Sun Yat-Sen University,U03628,National Sun Yat-Sen University,Taiwan,53,8
national synchrotron radiation research center,National Synchrotron Radiation Research Center (NSRRC),U03629,National Synchrotron Radiation Research Center (NSRRC),Taiwan,1,1
national taichung university education,National Taichung University of Education / 國立臺中 教育大學,U03630,National Taichung University of Education / 國立臺中 教育大學,,1,1
national taichung university science technology,National Taichung University of Science and Technology,U03631,National Taichung University of Science and Technology,Taiwan,2,2
national taipei university,National Taipei University,U03632,National Taipei University,Taiwan,17,3
national taipei university business,National Taipei University of Business / 國立臺北商業 大學,U03633,National Taipei University of Business / 國立臺北商業 大學,,1,1
national taipei university education,National Taipei University of Education / 國立臺北教 育大學,U03634,National Taipei University of Education / 國立臺北教 育大學,,1,1
national taipei university nursing health science,National Taipei University of Nursing and Health Sciences / 國立臺北護理健康大學,U03635,National Taipei University of Nursing and Health Sciences / 國立臺北護理健康大學,,1,1
national taipei university technology,National Taipei University of Technology,U03636,National Taipei University of Technology,Taiwan,34,7
national taitung university,National Taitung University / 臺東大學,U03637,National Taitung University / 臺東大學,,1,1
national taiwan normal university,National Taiwan Normal University,U03638,National Taiwan Normal University,Taiwan,40,8
national taiwan ocean university,National Taiwan Ocean University,U03639,National Taiwan Ocean University,Taiwan,28,7
national taiwan university,National Taiwan University,U03640,National Taiwan University,Taiwan,88,10
national taiwan university science technology,National Taiwan University of Science and Technology,U03641,National Taiwan University of Science and Technology,Taiwan,16,6
national taiwan university science technology taiwan technology,National Taiwan University of Science and Technology (Taiwan Tech),U03641,National Taiwan University of Science and Technology,Taiwan,31,3
national taras shevchenko university kyiv,National Taras Shevchenko University of Kyiv / Київський національний університет Тараса Шевченка,U04982,Taras Shevchenko National University of Kyiv,Ukraine,1,1
national technology university athens,National Technical University of Athens,U03643,National Technical University of Athens,Greece,37,8
national technology university kharkiv polytechnic institute,National Technical University Kharkiv Polytechnic Institute,U03642,National Technical University Kharkiv Polytechnic Institute,Ukraine,22,3
national technology university ukraine igor sikorsky kyiv polytechnic institute,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",U03644,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",Ukraine,23,2
national textile university,National Textile University,U03645,National Textile University,Pakistan,2,1
national textile university faisalabad,National Textile University Faisalabad,U03646,National Textile University Faisalabad,,1,1
national tsing hua university,National Tsing Hua University,U03647,National Tsing Hua University,Taiwan,55,8
national tsing hua university nthu,National Tsing Hua University - NTHU,U03647,National Tsing Hua University,Taiwan,12,1
national tsing hua university taiwan,National Tsing Hua University Taiwan / 國立清華大學,U03648,National Tsing Hua University Taiwan / 國立清華大學,,1,1
national united university,National United University,U03649,National United University,Taiwan,6,2
national university colombia,National University of Colombia,U05470,Universidad Nacional de Colombia,Colombia,20,4
national university comahue unco,National University of Comahue (UNCo),U05501,Universidad Nacional del Comahue,Argentina,1,1
national university computer emerging science,National University of Computer and Emerging Sciences,U03650,National University of Computer and Emerging Sciences,Pakistan,5,3
national university cordoba,National University of Córdoba,U03652,National University of Córdoba,Argentina,24,6
national university costa rica,National University of Costa Rica,U05505,"Universidad Nacional, Costa Rica",Costa Rica,3,2
national university cuyo,National University of Cuyo,U03651,National University of Cuyo,Argentina,9,3
national university defence technology china,National University of Defence Technology - China,U03653,National University of Defence Technology - China,China,1,1
national university defense technology,National University of Defense Technology,U03654,National University of Defense Technology,China,18,5
national university distance education,National University of Distance Education (UNED),U03655,National University of Distance Education (UNED),Spain,6,2
national university general san martin,National University of General San Martín (UNSAM),U05504,Universidad Nacional del Sur,Argentina,1,1
national university ireland,National University of Ireland,U03656,National University of Ireland,,1,1
national university ireland galway,"National University of Ireland, Galway",U06184,University of Galway,Ireland,16,4
national university ireland maynooth,"National University of Ireland, Maynooth",U03192,Maynooth University,Ireland,2,1
national university ireland maynooth nui maynooth,National University of Ireland Maynooth (NUI Maynooth),U03192,Maynooth University,Ireland,1,1
national university kaohsiung,National University of Kaohsiung,U03657,National University of Kaohsiung,Taiwan,10,2
national university kyiv mohyla academy,National University of Kyiv Mohyla Academy / Національний університет Києво Могилянська академія,U03658,National University of Kyiv Mohyla Academy / Національний університет Києво Могилянська академія,,1,1
national university kyiv mohyla academy naukma,National University of Kyiv-Mohyla Academy (NaUKMA),U03659,National University of Kyiv-Mohyla Academy (NaUKMA),Ukraine,8,1
national university laos,National University of Laos,U03661,National University of Laos,,1,1
national university life environmental science ukraine,National University of Life and Environmental Sciences of Ukraine,U03662,National University of Life and Environmental Sciences of Ukraine,Ukraine,6,2
national university littoral,National University of the Littoral,U05502,Universidad Nacional del Litoral,Argentina,3,2
national university malaysia,National University of Malaysia,U03663,National University of Malaysia,Malaysia,10,3
national university mar plata,National University of Mar del Plata,U05480,Universidad Nacional de Mar del Plata,Argentina,3,2
national university mar plata unmdp,National University of Mar Del Plata (UNMdP),U05480,Universidad Nacional de Mar del Plata,Argentina,1,1
national university medical science,National University of Medical Sciences (NUMS),U03664,National University of Medical Sciences (NUMS),Pakistan,3,1
national university medical science nums pakistan,National University of Medical Sciences NUMS Pakistan,U03665,National University of Medical Sciences NUMS Pakistan,,1,1
national university modern languages,National University of Modern Languages (NUML),U03666,National University of Modern Languages (NUML),Pakistan,2,1
national university modern languages islamabad,National University of Modern Languages Islamabad,U03667,National University of Modern Languages Islamabad,,1,1
national university mongolia,National University of Mongolia,U03668,National University of Mongolia,Mongolia,3,2
national university plata,National University of La Plata,U03660,National University of La Plata,Argentina,15,5
national university public service nemzeti kozszolgalati egyetem,National University of Public Service / Nemzeti Közszolgálati Egyetem,U03669,National University of Public Service / Nemzeti Közszolgálati Egyetem,,1,1
national university quilmes,National University of Quilmes,U05482,Universidad Nacional de Quilmes,Argentina,1,1
national university rosario,National University of Rosario,U03670,National University of Rosario,Argentina,5,3
national university san martin,National University of San Martín,U05504,Universidad Nacional del Sur,Argentina,8,1
national university science technology,National University of Sciences and Technology,U03672,National University of Sciences and Technology,Pakistan,16,4
national university science technology islamabad,National University of Sciences & Technology (NUST) Islamabad,U03672,National University of Sciences and Technology,Pakistan,17,2
national university science technology misis,The National University of Science and Technology MISIS,U05122,The National University of Science and Technology MISIS,Russia,30,5
national university science technology oman,"National University of Science and Technology, Oman",U03671,"National University of Science and Technology, Oman",Oman,1,1
national university science technology pakistan,National University of Sciences and Technology Pakistan,U03673,National University of Sciences and Technology Pakistan,Pakistan,2,2
national university science technology polytechnic bucharest,National University of Science and Technology POLITEHNICA Bucharest,U04078,Polytechnic University of Bucharest,Romania,9,1
national university singapore,National University of Singapore,U03674,National University of Singapore,Singapore,110,11
national university south,National University of the South,U03681,National University of the South,Argentina,6,3
national university tainan,National University of Tainan,U03675,National University of Tainan,Taiwan,2,2
national university technology nutech islamabad,National University of Technology NUTECH Islamabad,U03676,National University of Technology NUTECH Islamabad,,1,1
national university uzbekistan,National University of Uzbekistan,U03677,National University of Uzbekistan,Uzbekistan,1,1
national university uzbekistan named after mirzo ulugbek,National University of Uzbekistan named after Mirzo Ulugbek,U03679,National University of Uzbekistan named after Mirzo Ulugbek,Uzbekistan,5,2
national university uzbekistan ozbekiston milliy univesiteti,National University of Uzbekistan / O'zbekiston Milliy Univesiteti,U03678,National University of Uzbekistan / O'zbekiston Milliy Univesiteti,,1,1
national university water environmental engineering,National University of Water and Environmental Engineering / Національний університет водного господарства та природокористування,U03680,National University of Water and Environmental Engineering / Національний університет водного господарства та природокористування,,1,1
national veterinary school alfort enva,National Veterinary School of Alfort (EnvA),U03682,National Veterinary School of Alfort (EnvA),France,2,1
national yang ming chiao tung university nycu taiwan,National Yang Ming Chiao Tung University (NYCU Taiwan),U03683,National Yang Ming Chiao Tung University (NYCU Taiwan),Taiwan,12,3
national yang ming university,National Yang Ming University,U03684,National Yang Ming University,Taiwan,35,5
national yunlin university science technology,National Yunlin University of Science and Technology,U03685,National Yunlin University of Science and Technology,Taiwan,12,5
national yunlin university science technology yuntech,National Yunlin University of Science and Technology (YunTech),U03685,National Yunlin University of Science and Technology,Taiwan,1,1
natural history museum,Natural History Museum,U03687,Natural History Museum,United Kingdom,1,1
natural resources canada,Natural Resources Canada,U03688,Natural Resources Canada,Canada,1,1
natural resources institute finland,Natural Resources Institute Finland (LUKE),U03689,Natural Resources Institute Finland (LUKE),Finland,1,1
nature conservancy,The Nature Conservancy,U05123,The Nature Conservancy,United States,1,1
naval medical university,Naval Medical University,U05133,The Second Military Medical University,China,5,2
naval postgraduate school,Naval Postgraduate School,U03690,Naval Postgraduate School,United States,2,2
nazarbayev university,Nazarbayev University,U03691,Nazarbayev University,Kazakhstan,8,5
neapolis university pafos,Neapolis University of Pafos,U03692,Neapolis University of Pafos,,1,1
near east university,Near East University,U03693,Near East University,Northern Cyprus,9,4
near east university yakin dogu university,Near East University / Yakın Doğu University,U03694,Near East University / Yakın Doğu University,,1,1
necmettin erbakan university,Necmettin Erbakan University,U03695,Necmettin Erbakan University,Turkey,8,3
necmettin erbakan university konya,Necmettin Erbakan University Konya,U03696,Necmettin Erbakan University Konya,,1,1
ned university engineering technology,NED University of Engineering and Technology,U03400,NED University of Engineering and Technology,Pakistan,4,2
neijiang normal university,Neijiang Normal University / 内江师范学院,U03697,Neijiang Normal University / 内江师范学院,,1,1
nelson mandela african institute science technology,Nelson Mandela African Institute of Science & Technology,U03698,Nelson Mandela African Institute of Science & Technology,,1,1
nelson mandela metropolitan university,Nelson Mandela Metropolitan University,U03699,Nelson Mandela University,South Africa,1,1
nelson mandela university,Nelson Mandela University,U03699,Nelson Mandela University,South Africa,5,4
nemours foundation,The Nemours Foundation,U05124,The Nemours Foundation,United States,1,1
nerc british antarctic survey,NERC British Antarctic Survey (BAS),U03401,NERC British Antarctic Survey (BAS),United Kingdom,1,1
nerc center ecology hydrology,NERC Centre for Ecology and Hydrology (CEH),U03402,NERC Centre for Ecology and Hydrology (CEH),United Kingdom,1,1
nerc national center atmospheric science,NERC National Centre for Atmospheric Science (NCAS),U03403,NERC National Centre for Atmospheric Science (NCAS),United Kingdom,1,1
nerc national center earth observation,NERC National Centre for Earth Observation (NCEO),U03404,NERC National Centre for Earth Observation (NCEO),United Kingdom,1,1
nerc national oceanography center,NERC National Oceanography Centre (NOC),U03405,NERC National Oceanography Centre (NOC),United Kingdom,1,1
nestle,Nestlé,U03700,Nestlé,Switzerland,1,1
netaji nagar college women,Netaji Nagar College for Women,U03701,Netaji Nagar College for Women,India,1,1
netaji subhas university technology,Netaji Subhas University of Technology,U03702,Netaji Subhas University of Technology,India,2,2
netherlands cancer institute,Netherlands Cancer Institute (NKI),U03703,Netherlands Cancer Institute (NKI),Netherlands,1,1
netherlands ministry health welfare sport,"Netherlands Ministry of Health, Welfare and Sport (VWS)",U03704,"Netherlands Ministry of Health, Welfare and Sport (VWS)",Netherlands,1,1
netherlands organisation applied scientific research,Netherlands Organisation for Applied Scientific Research (TNO),U03705,Netherlands Organisation for Applied Scientific Research (TNO),Netherlands,1,1
neuroscience research australia neura,Neuroscience Research Australia (NeuRA),U03706,Neuroscience Research Australia (NeuRA),Australia,1,1
nevada system higher education,Nevada System of Higher Education (NSHE),U03707,Nevada System of Higher Education (NSHE),United States,1,1
nevsehir university nevsehir haci bektas veli universitesi,Nevşehir University / Nevşehir Hacı Bektaş Veli Üniversitesi,U03708,Nevşehir University / Nevşehir Hacı Bektaş Veli Üniversitesi,,1,1
new bulgarian university,New Bulgarian University / Нов български университет,U03709,New Bulgarian University / Нов български университет,,1,1
new college florida,New College of Florida,U03710,New College of Florida,,1,1
new jersey institute technology,New Jersey Institute of Technology,U03711,New Jersey Institute of Technology,United States,44,8
new mexico institute mining technology,New Mexico Institute of Mining and Technology,U03712,New Mexico Institute of Mining and Technology,United States,5,3
new mexico institute mining technology new mexico technology,New Mexico Institute of Mining & Technology New Mexico Tech,U03712,New Mexico Institute of Mining and Technology,United States,1,1
new mexico state university,New Mexico State University,U03713,New Mexico State University,United States,20,7
new mexico state university main campus,New Mexico State University (Main campus),U03713,New Mexico State University,United States,11,1
new school,The New School,U05125,The New School,United States,11,3
new school new york city paris,"The New School, New York City and Paris",U05125,The New School,United States,12,1
new university lisbon,New University of Lisbon,U03422,NOVA University of Lisbon,Portugal,6,2
new uzbekistan university,New Uzbekistan University,U03714,New Uzbekistan University,Uzbekistan,1,1
new valley university,New Valley University,U03715,New Valley University,Egypt,2,1
new york academy medical,New York Academy of Medicine,U03716,New York Academy of Medicine,,1,1
new york blood center,New York Blood Center (NYBC),U03717,New York Blood Center (NYBC),United States,1,1
new york city department health mental hygiene,New York City Department of Health and Mental Hygiene (DOHMH),U03718,New York City Department of Health and Mental Hygiene (DOHMH),United States,1,1
new york genome center,New York Genome Center (NYGC),U03719,New York Genome Center (NYGC),United States,1,1
new york institute technology,New York Institute of Technology,U03720,New York Institute of Technology,,1,1
new york medical college,New York Medical College,U03721,New York Medical College,United States,7,4
new york presbyterian hospital,New York-Presbyterian Hospital,U03726,New York-Presbyterian Hospital,United States,1,1
new york state department health,New York State Department of Health (NYSDOH),U03722,New York State Department of Health (NYSDOH),United States,1,1
new york state office mental health,New York State Office of Mental Health (OMH),U03723,New York State Office of Mental Health (OMH),United States,1,1
new york university,New York University,U03724,New York University,United States,107,10
new york university abu dhabi,New York University Abu Dhabi,U00130,Abu Dhabi University,United Arab Emirates,1,1
new york university shanghai,New York University Shanghai / 上海纽约大学,U03725,New York University Shanghai / 上海纽约大学,China,2,2
new zealand institute public health forensic science phf science,New Zealand Institute for Public Health and Forensic Science (PHF Science),U03727,New Zealand Institute for Public Health and Forensic Science (PHF Science),New Zealand,1,1
newcastle university,Newcastle University,U03728,Newcastle University,United Kingdom,63,8
newcastle university newcastle upon tyne,"Newcastle University, Newcastle upon Tyne",U03728,Newcastle University,United Kingdom,13,2
